"","Date","hour","use..kW.","day"
"53",2010-01-03,4,339.433333333333,0
"54",2010-01-03,5,347.433333333333,0
"55",2010-01-03,6,338.966666666667,0
"56",2010-01-03,7,355.1,0
"57",2010-01-03,8,843.966666666667,0
"58",2010-01-03,9,1174.73333333333,0
"59",2010-01-03,10,3085.9,0
"60",2010-01-03,11,2608.56666666667,0
"61",2010-01-03,12,2978.13333333333,0
"62",2010-01-03,13,2076.5,0
"63",2010-01-03,14,2870.73333333333,0
"64",2010-01-03,15,1802.7,0
"65",2010-01-03,16,2048.93333333333,0
"66",2010-01-03,17,1804.83333333333,0
"67",2010-01-03,18,1214.96666666667,0
"68",2010-01-03,19,2639.83333333333,0
"69",2010-01-03,20,3249.8,0
"70",2010-01-03,21,2004.76666666667,0
"71",2010-01-03,22,548.633333333333,0
"72",2010-01-03,23,353.8,0
"73",2010-01-04,0,399.7,1
"74",2010-01-04,1,374.1,1
"75",2010-01-04,2,354.833333333333,1
"76",2010-01-04,3,901,1
"77",2010-01-04,4,390.666666666667,1
"78",2010-01-04,5,349.8,1
"79",2010-01-04,6,973.833333333333,1
"80",2010-01-04,7,2649.6,1
"81",2010-01-04,8,1479.53333333333,1
"82",2010-01-04,9,1478.5,1
"83",2010-01-04,10,1476.66666666667,1
"84",2010-01-04,11,1485,1
"85",2010-01-04,12,1282.23333333333,1
"86",2010-01-04,13,353.6,1
"87",2010-01-04,14,404.4,1
"88",2010-01-04,15,375.033333333333,1
"89",2010-01-04,16,357.733333333333,1
"90",2010-01-04,17,772.033333333333,1
"91",2010-01-04,18,1652.36666666667,1
"92",2010-01-04,19,2483.3,1
"93",2010-01-04,20,1933.13333333333,1
"94",2010-01-04,21,1625.2,1
"95",2010-01-04,22,2096.16666666667,1
"96",2010-01-04,23,1087.1,1
"97",2010-01-05,0,383.033333333333,2
"98",2010-01-05,1,380.666666666667,2
"99",2010-01-05,2,366.633333333333,2
"100",2010-01-05,3,342.666666666667,2
"101",2010-01-05,4,336.1,2
"102",2010-01-05,5,314.933333333333,2
"103",2010-01-05,6,1223.03333333333,2
"104",2010-01-05,7,2356,2
"105",2010-01-05,8,2757.76666666667,2
"106",2010-01-05,9,2194.1,2
"107",2010-01-05,10,1549.76666666667,2
"108",2010-01-05,11,1592.06666666667,2
"109",2010-01-05,12,1526.96666666667,2
"110",2010-01-05,13,1550.86666666667,2
"111",2010-01-05,14,1764.36666666667,2
"112",2010-01-05,15,1865.9,2
"113",2010-01-05,16,2415.66666666667,2
"114",2010-01-05,17,2795.9,2
"115",2010-01-05,18,2608.56666666667,2
"116",2010-01-05,19,2060.13333333333,2
"117",2010-01-05,20,1449.83333333333,2
"118",2010-01-05,21,1594.96666666667,2
"119",2010-01-05,22,2915.56666666667,2
"120",2010-01-05,23,650.833333333333,2
"121",2010-01-06,0,840.933333333333,3
"122",2010-01-06,1,305.733333333333,3
"123",2010-01-06,2,350.533333333333,3
"124",2010-01-06,3,289.533333333333,3
"125",2010-01-06,4,314.033333333333,3
"126",2010-01-06,5,371.866666666667,3
"127",2010-01-06,6,1615.03333333333,3
"128",2010-01-06,7,2592.86666666667,3
"129",2010-01-06,8,1396.66666666667,3
"130",2010-01-06,9,1417.3,3
"131",2010-01-06,10,1748.7,3
"132",2010-01-06,11,1810.1,3
"133",2010-01-06,12,1107,3
"134",2010-01-06,13,1150.96666666667,3
"135",2010-01-06,14,2114.2,3
"136",2010-01-06,15,461.933333333333,3
"137",2010-01-06,16,374.233333333333,3
"138",2010-01-06,17,1220.1,3
"139",2010-01-06,18,770.066666666667,3
"140",2010-01-06,19,1480.06666666667,3
"141",2010-01-06,20,3390.63333333333,3
"142",2010-01-06,21,2598.13333333333,3
"143",2010-01-06,22,1313.76666666667,3
"144",2010-01-06,23,585.266666666667,3
"145",2010-01-07,0,334.1,4
"146",2010-01-07,1,322.4,4
"147",2010-01-07,2,373.266666666667,4
"148",2010-01-07,3,308.3,4
"149",2010-01-07,4,318.766666666667,4
"150",2010-01-07,5,454.133333333333,4
"151",2010-01-07,6,1051.3,4
"152",2010-01-07,7,1888.53333333333,4
"153",2010-01-07,8,1862.7,4
"154",2010-01-07,9,1445.53333333333,4
"155",2010-01-07,10,1425.6,4
"156",2010-01-07,11,1367.4,4
"157",2010-01-07,12,1388.9,4
"158",2010-01-07,13,1456.9,4
"159",2010-01-07,14,544.133333333333,4
"160",2010-01-07,15,826.233333333333,4
"161",2010-01-07,16,305.633333333333,4
"162",2010-01-07,17,546.633333333333,4
"163",2010-01-07,18,1691.13333333333,4
"164",2010-01-07,19,2302.76666666667,4
"165",2010-01-07,20,3279.3,4
"166",2010-01-07,21,2612.2,4
"167",2010-01-07,22,2467.4,4
"168",2010-01-07,23,917.433333333333,4
"169",2010-01-08,0,337.5,5
"170",2010-01-08,1,293.933333333333,5
"171",2010-01-08,2,306.366666666667,5
"172",2010-01-08,3,300.833333333333,5
"173",2010-01-08,4,334.4,5
"174",2010-01-08,5,316.766666666667,5
"175",2010-01-08,6,1444.03333333333,5
"176",2010-01-08,7,2302.4,5
"177",2010-01-08,8,1950.23333333333,5
"178",2010-01-08,9,2025.96666666667,5
"179",2010-01-08,10,1405.3,5
"180",2010-01-08,11,1491.4,5
"181",2010-01-08,12,1704.16666666667,5
"182",2010-01-08,13,658.033333333333,5
"183",2010-01-08,14,1557.53333333333,5
"184",2010-01-08,15,1630.73333333333,5
"185",2010-01-08,16,938.266666666667,5
"186",2010-01-08,17,2094.6,5
"187",2010-01-08,18,1580.96666666667,5
"188",2010-01-08,19,2514.63333333333,5
"189",2010-01-08,20,1478.26666666667,5
"190",2010-01-08,21,2113.1,5
"191",2010-01-08,22,808.333333333333,5
"192",2010-01-08,23,365.7,5
"193",2010-01-09,0,337.233333333333,6
"194",2010-01-09,1,331.633333333333,6
"195",2010-01-09,2,356.9,6
"196",2010-01-09,3,424.366666666667,6
"197",2010-01-09,4,747.8,6
"198",2010-01-09,5,302.9,6
"199",2010-01-09,6,642.333333333333,6
"200",2010-01-09,7,2169.8,6
"201",2010-01-09,8,1761.16666666667,6
"202",2010-01-09,9,2127.43333333333,6
"203",2010-01-09,10,1453.06666666667,6
"204",2010-01-09,11,1434.56666666667,6
"205",2010-01-09,12,935.366666666667,6
"206",2010-01-09,13,519.8,6
"207",2010-01-09,14,3411.16666666667,6
"208",2010-01-09,15,1784.13333333333,6
"209",2010-01-09,16,874.566666666667,6
"210",2010-01-09,17,1967.53333333333,6
"211",2010-01-09,18,4300.86666666667,6
"212",2010-01-09,19,4205.13333333333,6
"213",2010-01-09,20,1981.9,6
"214",2010-01-09,21,2985.76666666667,6
"215",2010-01-09,22,2002.63333333333,6
"216",2010-01-09,23,1890.26666666667,6
"217",2010-01-10,0,1608.6,0
"218",2010-01-10,1,1348.6,0
"219",2010-01-10,2,336.266666666667,0
"220",2010-01-10,3,301.633333333333,0
"221",2010-01-10,4,285.066666666667,0
"222",2010-01-10,5,286.833333333333,0
"223",2010-01-10,6,349.133333333333,0
"224",2010-01-10,7,284.933333333333,0
"225",2010-01-10,8,302.366666666667,0
"226",2010-01-10,9,1081,0
"227",2010-01-10,10,2415.26666666667,0
"228",2010-01-10,11,3223.36666666667,0
"229",2010-01-10,12,2108.1,0
"230",2010-01-10,13,2692.53333333333,0
"231",2010-01-10,14,3705.33333333333,0
"232",2010-01-10,15,4615.96666666667,0
"233",2010-01-10,16,3570.13333333333,0
"234",2010-01-10,17,3071.03333333333,0
"235",2010-01-10,18,2943.93333333333,0
"236",2010-01-10,19,1555.76666666667,0
"237",2010-01-10,20,2235.2,0
"238",2010-01-10,21,2028.76666666667,0
"239",2010-01-10,22,1073.1,0
"240",2010-01-10,23,384.833333333333,0
"241",2010-01-11,0,311.133333333333,1
"242",2010-01-11,1,301.833333333333,1
"243",2010-01-11,2,296.066666666667,1
"244",2010-01-11,3,674.766666666667,1
"245",2010-01-11,4,719.7,1
"246",2010-01-11,5,310.166666666667,1
"247",2010-01-11,6,941.033333333333,1
"248",2010-01-11,7,2518.93333333333,1
"249",2010-01-11,8,1461.7,1
"250",2010-01-11,9,1441.7,1
"251",2010-01-11,10,1474.8,1
"252",2010-01-11,11,1438.63333333333,1
"253",2010-01-11,12,781.233333333333,1
"254",2010-01-11,13,390.7,1
"255",2010-01-11,14,408.433333333333,1
"256",2010-01-11,15,439.233333333333,1
"257",2010-01-11,16,530.333333333333,1
"258",2010-01-11,17,688.766666666667,1
"259",2010-01-11,18,1776.86666666667,1
"260",2010-01-11,19,1851.56666666667,1
"261",2010-01-11,20,3267.06666666667,1
"262",2010-01-11,21,1437.5,1
"263",2010-01-11,22,858.5,1
"264",2010-01-11,23,990.733333333333,1
"265",2010-01-12,0,292.566666666667,2
"266",2010-01-12,1,314.766666666667,2
"267",2010-01-12,2,341.5,2
"268",2010-01-12,3,370.4,2
"269",2010-01-12,4,353.866666666667,2
"270",2010-01-12,5,289.6,2
"271",2010-01-12,6,1148.3,2
"272",2010-01-12,7,2272.06666666667,2
"273",2010-01-12,8,2328.83333333333,2
"274",2010-01-12,9,1680.9,2
"275",2010-01-12,10,2145.66666666667,2
"276",2010-01-12,11,1797.73333333333,2
"277",2010-01-12,12,2550.5,2
"278",2010-01-12,13,3273.43333333333,2
"279",2010-01-12,14,2430.58333333333,2
"280",2010-01-12,15,1962.4,2
"281",2010-01-12,16,2299.91666666667,2
"282",2010-01-12,17,2482.46666666667,2
"283",2010-01-12,18,2694.86666666667,2
"284",2010-01-12,19,3256.95,2
"285",2010-01-12,20,2232.56666666667,2
"286",2010-01-12,21,2304.45,2
"287",2010-01-12,22,2260.31666666667,2
"288",2010-01-12,23,602.116666666667,2
"289",2010-01-13,0,612.583333333333,3
"290",2010-01-13,1,347.75,3
"291",2010-01-13,2,341.25,3
"292",2010-01-13,3,300.45,3
"293",2010-01-13,4,326.716666666667,3
"294",2010-01-13,5,336.9,3
"295",2010-01-13,6,1607.26666666667,3
"296",2010-01-13,7,3115.68333333333,3
"297",2010-01-13,8,1635.43333333333,3
"298",2010-01-13,9,1800.1,3
"299",2010-01-13,10,1687.3,3
"300",2010-01-13,11,1798.58333333333,3
"301",2010-01-13,12,1547,3
"302",2010-01-13,13,2141.03333333333,3
"303",2010-01-13,14,1414.45,3
"304",2010-01-13,15,488.4,3
"305",2010-01-13,16,1023.2,3
"306",2010-01-13,17,1117.28333333333,3
"307",2010-01-13,18,1278.81666666667,3
"308",2010-01-13,19,2409.06666666667,3
"309",2010-01-13,20,3005.7,3
"310",2010-01-13,21,2941.53333333333,3
"311",2010-01-13,22,1908.8,3
"312",2010-01-13,23,1222.26666666667,3
"313",2010-01-14,0,353.933333333333,4
"314",2010-01-14,1,319.6,4
"315",2010-01-14,2,333.866666666667,4
"316",2010-01-14,3,307.083333333333,4
"317",2010-01-14,4,310.433333333333,4
"318",2010-01-14,5,383.266666666667,4
"319",2010-01-14,6,1183.81666666667,4
"320",2010-01-14,7,2512.36666666667,4
"321",2010-01-14,8,2109.46666666667,4
"322",2010-01-14,9,1487.88333333333,4
"323",2010-01-14,10,1422.21666666667,4
"324",2010-01-14,11,1383.91666666667,4
"325",2010-01-14,12,1450,4
"326",2010-01-14,13,1472.15,4
"327",2010-01-14,14,1044.05,4
"328",2010-01-14,15,1164.1,4
"329",2010-01-14,16,457.233333333333,4
"330",2010-01-14,17,644.216666666667,4
"331",2010-01-14,18,1829.33333333333,4
"332",2010-01-14,19,3036.06666666667,4
"333",2010-01-14,20,2445.73333333333,4
"334",2010-01-14,21,1958.96666666667,4
"335",2010-01-14,22,1730.33333333333,4
"336",2010-01-14,23,1198.46666666667,4
"337",2010-01-15,0,298.833333333333,5
"338",2010-01-15,1,297.7,5
"339",2010-01-15,2,311.1,5
"340",2010-01-15,3,314.466666666667,5
"341",2010-01-15,4,286.266666666667,5
"342",2010-01-15,5,306.066666666667,5
"343",2010-01-15,6,838.9,5
"344",2010-01-15,7,1952.96666666667,5
"345",2010-01-15,8,2071.96666666667,5
"346",2010-01-15,9,2081.66666666667,5
"347",2010-01-15,10,1475.8,5
"348",2010-01-15,11,1511.56666666667,5
"349",2010-01-15,12,1595.56666666667,5
"350",2010-01-15,13,1547.16666666667,5
"351",2010-01-15,14,1596.43333333333,5
"352",2010-01-15,15,591.366666666667,5
"353",2010-01-15,16,1467.6,5
"354",2010-01-15,17,1857.46666666667,5
"355",2010-01-15,18,1558.76666666667,5
"356",2010-01-15,19,2705.1,5
"357",2010-01-15,20,5336.8,5
"358",2010-01-15,21,4528.76666666667,5
"359",2010-01-15,22,1130.13333333333,5
"360",2010-01-15,23,950.2,5
"361",2010-01-16,0,365.266666666667,6
"362",2010-01-16,1,306.233333333333,6
"363",2010-01-16,2,318.3,6
"364",2010-01-16,3,347.066666666667,6
"365",2010-01-16,4,310.966666666667,6
"366",2010-01-16,5,857.133333333333,6
"367",2010-01-16,6,601.2,6
"368",2010-01-16,7,2528.56666666667,6
"369",2010-01-16,8,2045.43333333333,6
"370",2010-01-16,9,1839,6
"371",2010-01-16,10,1989.2,6
"372",2010-01-16,11,3226.63333333333,6
"373",2010-01-16,12,3667.33333333333,6
"374",2010-01-16,13,2642.43333333333,6
"375",2010-01-16,14,1638.73333333333,6
"376",2010-01-16,15,1818.16666666667,6
"377",2010-01-16,16,739.766666666667,6
"378",2010-01-16,17,584.3,6
"379",2010-01-16,18,1241.8,6
"380",2010-01-16,19,1438.46666666667,6
"381",2010-01-16,20,2553.23333333333,6
"382",2010-01-16,21,2510.56666666667,6
"383",2010-01-16,22,1257.7,6
"384",2010-01-16,23,1007.7,6
"385",2010-01-17,0,907.966666666667,0
"386",2010-01-17,1,313.533333333333,0
"387",2010-01-17,2,290.733333333333,0
"388",2010-01-17,3,352.866666666667,0
"389",2010-01-17,4,302.566666666667,0
"390",2010-01-17,5,293.966666666667,0
"391",2010-01-17,6,327.366666666667,0
"392",2010-01-17,7,666.366666666667,0
"393",2010-01-17,8,1206.5,0
"394",2010-01-17,9,480.366666666667,0
"395",2010-01-17,10,876.4,0
"396",2010-01-17,11,1435.16666666667,0
"397",2010-01-17,12,1527.7,0
"398",2010-01-17,13,2549.46666666667,0
"399",2010-01-17,14,1786.1,0
"400",2010-01-17,15,1823.83333333333,0
"401",2010-01-17,16,1652.56666666667,0
"402",2010-01-17,17,1255.26666666667,0
"403",2010-01-17,18,1606.46666666667,0
"404",2010-01-17,19,2483.6,0
"405",2010-01-17,20,2986.96666666667,0
"406",2010-01-17,21,3280.66666666667,0
"407",2010-01-17,22,1950.63333333333,0
"408",2010-01-17,23,1418.86666666667,0
"409",2010-01-18,0,1434.3,1
"410",2010-01-18,1,1269.13333333333,1
"411",2010-01-18,2,290.433333333333,1
"412",2010-01-18,3,346.366666666667,1
"413",2010-01-18,4,294.733333333333,1
"414",2010-01-18,5,305.933333333333,1
"415",2010-01-18,6,967.2,1
"416",2010-01-18,7,2441.93333333333,1
"417",2010-01-18,8,2067.73333333333,1
"418",2010-01-18,9,1988.26666666667,1
"419",2010-01-18,10,1726.63333333333,1
"420",2010-01-18,11,1517.2,1
"421",2010-01-18,12,1629.93333333333,1
"422",2010-01-18,13,1403.96666666667,1
"423",2010-01-18,14,423.766666666667,1
"424",2010-01-18,15,452.666666666667,1
"425",2010-01-18,16,479,1
"426",2010-01-18,17,1495.5,1
"427",2010-01-18,18,2170.46666666667,1
"428",2010-01-18,19,1971.5,1
"429",2010-01-18,20,1822.46666666667,1
"430",2010-01-18,21,2027.4,1
"431",2010-01-18,22,2084,1
"432",2010-01-18,23,741.1,1
"433",2010-01-19,0,501.666666666667,2
"434",2010-01-19,1,318.833333333333,2
"435",2010-01-19,2,296.1,2
"436",2010-01-19,3,341.366666666667,2
"437",2010-01-19,4,300.1,2
"438",2010-01-19,5,287.033333333333,2
"439",2010-01-19,6,1494.53333333333,2
"440",2010-01-19,7,3209.46666666667,2
"441",2010-01-19,8,1780.56666666667,2
"442",2010-01-19,9,1922.2,2
"443",2010-01-19,10,1680.33333333333,2
"444",2010-01-19,11,1596.2,2
"445",2010-01-19,12,1740.9,2
"446",2010-01-19,13,1549.23333333333,2
"447",2010-01-19,14,1705.2,2
"448",2010-01-19,15,2058.9,2
"449",2010-01-19,16,2184.16666666667,2
"450",2010-01-19,17,2169.03333333333,2
"451",2010-01-19,18,2781.16666666667,2
"452",2010-01-19,19,4453.76666666667,2
"453",2010-01-19,20,3015.3,2
"454",2010-01-19,21,3013.93333333333,2
"455",2010-01-19,22,1605.06666666667,2
"456",2010-01-19,23,553.4,2
"457",2010-01-20,0,384.233333333333,3
"458",2010-01-20,1,389.766666666667,3
"459",2010-01-20,2,331.966666666667,3
"460",2010-01-20,3,311.366666666667,3
"461",2010-01-20,4,339.4,3
"462",2010-01-20,5,301.933333333333,3
"463",2010-01-20,6,1599.5,3
"464",2010-01-20,7,3638.5,3
"465",2010-01-20,8,1874.2,3
"466",2010-01-20,9,2182.9,3
"467",2010-01-20,10,1625.9,3
"468",2010-01-20,11,1787.06666666667,3
"469",2010-01-20,12,1987,3
"470",2010-01-20,13,3131.1,3
"471",2010-01-20,14,714.7,3
"472",2010-01-20,15,514.866666666667,3
"473",2010-01-20,16,1672.16666666667,3
"474",2010-01-20,17,1014.46666666667,3
"475",2010-01-20,18,1787.56666666667,3
"476",2010-01-20,19,3338.06666666667,3
"477",2010-01-20,20,2620.76666666667,3
"478",2010-01-20,21,3284.93333333333,3
"479",2010-01-20,22,2503.83333333333,3
"480",2010-01-20,23,1859.26666666667,3
"481",2010-01-21,0,373.766666666667,4
"482",2010-01-21,1,316.8,4
"483",2010-01-21,2,294.466666666667,4
"484",2010-01-21,3,305.866666666667,4
"485",2010-01-21,4,302.1,4
"486",2010-01-21,5,312.4,4
"487",2010-01-21,6,1316.33333333333,4
"488",2010-01-21,7,3136.2,4
"489",2010-01-21,8,2356.23333333333,4
"490",2010-01-21,9,1530.23333333333,4
"491",2010-01-21,10,1418.83333333333,4
"492",2010-01-21,11,1400.43333333333,4
"493",2010-01-21,12,1511.1,4
"494",2010-01-21,13,1487.4,4
"495",2010-01-21,14,1543.96666666667,4
"496",2010-01-21,15,1501.96666666667,4
"497",2010-01-21,16,608.833333333333,4
"498",2010-01-21,17,741.8,4
"499",2010-01-21,18,1967.53333333333,4
"500",2010-01-21,19,2656.36666666667,4
"501",2010-01-21,20,2921.03333333333,4
"502",2010-01-21,21,3336.13333333333,4
"503",2010-01-21,22,2420.23333333333,4
"504",2010-01-21,23,1870.9,4
"505",2010-01-22,0,1660.9,5
"506",2010-01-22,1,1382.33333333333,5
"507",2010-01-22,2,616.7,5
"508",2010-01-22,3,313.333333333333,5
"509",2010-01-22,4,321.866666666667,5
"510",2010-01-22,5,366.166666666667,5
"511",2010-01-22,6,1472.03333333333,5
"512",2010-01-22,7,1807.56666666667,5
"513",2010-01-22,8,1880.33333333333,5
"514",2010-01-22,9,1884.96666666667,5
"515",2010-01-22,10,1375.2,5
"516",2010-01-22,11,1347.1,5
"517",2010-01-22,12,1454.96666666667,5
"518",2010-01-22,13,1031.6,5
"519",2010-01-22,14,292.7,5
"520",2010-01-22,15,1377.96666666667,5
"521",2010-01-22,16,950.066666666667,5
"522",2010-01-22,17,651.033333333333,5
"523",2010-01-22,18,1830.26666666667,5
"524",2010-01-22,19,1735.03333333333,5
"525",2010-01-22,20,1131.76666666667,5
"526",2010-01-22,21,1466.36666666667,5
"527",2010-01-22,22,2804.6,5
"528",2010-01-22,23,688.9,5
"529",2010-01-23,0,704.4,6
"530",2010-01-23,1,338.8,6
"531",2010-01-23,2,359.366666666667,6
"532",2010-01-23,3,299.133333333333,6
"533",2010-01-23,4,306.1,6
"534",2010-01-23,5,300.933333333333,6
"535",2010-01-23,6,1204.53333333333,6
"536",2010-01-23,7,2573.05,6
"537",2010-01-23,8,2426.9,6
"538",2010-01-23,9,1754.2,6
"539",2010-01-23,10,2037.33333333333,6
"540",2010-01-23,11,2623.86666666667,6
"541",2010-01-23,12,2037.3,6
"542",2010-01-23,13,1840.3,6
"543",2010-01-23,14,795.1,6
"544",2010-01-23,15,892.766666666667,6
"545",2010-01-23,16,1319.83333333333,6
"546",2010-01-23,17,1723.1,6
"547",2010-01-23,18,5265.53333333333,6
"548",2010-01-23,19,3613.2,6
"549",2010-01-23,20,2758.33333333333,6
"550",2010-01-23,21,3067.83333333333,6
"551",2010-01-23,22,3764.36666666667,6
"552",2010-01-23,23,1522.93333333333,6
"553",2010-01-24,0,1268.7,0
"554",2010-01-24,1,448.033333333333,0
"555",2010-01-24,2,353.3,0
"556",2010-01-24,3,377.1,0
"557",2010-01-24,4,329.933333333333,0
"558",2010-01-24,5,331.333333333333,0
"559",2010-01-24,6,328.366666666667,0
"560",2010-01-24,7,383.766666666667,0
"561",2010-01-24,8,915.166666666667,0
"562",2010-01-24,9,2304.96666666667,0
"563",2010-01-24,10,2965.83333333333,0
"564",2010-01-24,11,3267.96666666667,0
"565",2010-01-24,12,4427.26666666667,0
"566",2010-01-24,13,3292.8,0
"567",2010-01-24,14,2619.53333333333,0
"568",2010-01-24,15,2927.36666666667,0
"569",2010-01-24,16,1461.43333333333,0
"570",2010-01-24,17,1478,0
"571",2010-01-24,18,1220.4,0
"572",2010-01-24,19,1992.13333333333,0
"573",2010-01-24,20,2393.03333333333,0
"574",2010-01-24,21,1375.06666666667,0
"575",2010-01-24,22,1005.5,0
"576",2010-01-24,23,356.666666666667,0
"577",2010-01-25,0,374.033333333333,1
"578",2010-01-25,1,330.366666666667,1
"579",2010-01-25,2,330.666666666667,1
"580",2010-01-25,3,459.1,1
"581",2010-01-25,4,938.533333333333,1
"582",2010-01-25,5,303.7,1
"583",2010-01-25,6,1268.16666666667,1
"584",2010-01-25,7,2471,1
"585",2010-01-25,8,1560.83333333333,1
"586",2010-01-25,9,1463.36666666667,1
"587",2010-01-25,10,1453.06666666667,1
"588",2010-01-25,11,1380.6,1
"589",2010-01-25,12,1420.7,1
"590",2010-01-25,13,866.266666666667,1
"591",2010-01-25,14,311.533333333333,1
"592",2010-01-25,15,363.366666666667,1
"593",2010-01-25,16,412.5,1
"594",2010-01-25,17,1083.36666666667,1
"595",2010-01-25,18,1810.36666666667,1
"596",2010-01-25,19,3713.33333333333,1
"597",2010-01-25,20,2795.96666666667,1
"598",2010-01-25,21,2537.6,1
"599",2010-01-25,22,2517.13333333333,1
"600",2010-01-25,23,2009.6,1
"601",2010-01-26,0,2074.96666666667,2
"602",2010-01-26,1,1399.9,2
"603",2010-01-26,2,1148.26666666667,2
"604",2010-01-26,3,322.066666666667,2
"605",2010-01-26,4,398.833333333333,2
"606",2010-01-26,5,331.633333333333,2
"607",2010-01-26,6,766.366666666667,2
"608",2010-01-26,7,1635.6,2
"609",2010-01-26,8,2432.66666666667,2
"610",2010-01-26,9,1751.1,2
"611",2010-01-26,10,1868.53333333333,2
"612",2010-01-26,11,1726.3,2
"613",2010-01-26,12,1995.2,2
"614",2010-01-26,13,2099.66666666667,2
"615",2010-01-26,14,980.4,2
"616",2010-01-26,15,777.866666666667,2
"617",2010-01-26,16,651.3,2
"618",2010-01-26,17,1202.16666666667,2
"619",2010-01-26,18,1700.9,2
"620",2010-01-26,19,1712.3,2
"621",2010-01-26,20,2316.43333333333,2
"622",2010-01-26,21,1636.53333333333,2
"623",2010-01-26,22,1496.43333333333,2
"624",2010-01-26,23,2033.96666666667,2
"625",2010-01-27,0,1490.66666666667,3
"626",2010-01-27,1,1410.96666666667,3
"627",2010-01-27,2,1396.5,3
"628",2010-01-27,3,1309.8,3
"629",2010-01-27,4,325.166666666667,3
"630",2010-01-27,5,368.866666666667,3
"631",2010-01-27,6,985.566666666667,3
"632",2010-01-27,7,2837.06666666667,3
"633",2010-01-27,8,1625,3
"634",2010-01-27,9,1813.06666666667,3
"635",2010-01-27,10,1429.2,3
"636",2010-01-27,11,1874.03333333333,3
"637",2010-01-27,12,1721.6,3
"638",2010-01-27,13,1517.86666666667,3
"639",2010-01-27,14,2133.73333333333,3
"640",2010-01-27,15,599.2,3
"641",2010-01-27,16,1077.1,3
"642",2010-01-27,17,4079.83333333333,3
"643",2010-01-27,18,2895.6,3
"644",2010-01-27,19,3271.4,3
"645",2010-01-27,20,3261.8,3
"646",2010-01-27,21,4064.06666666667,3
"647",2010-01-27,22,2850.63333333333,3
"648",2010-01-27,23,1676.3,3
"649",2010-01-28,0,1527.6,4
"650",2010-01-28,1,1450.53333333333,4
"651",2010-01-28,2,1459.26666666667,4
"652",2010-01-28,3,352.733333333333,4
"653",2010-01-28,4,336.233333333333,4
"654",2010-01-28,5,319.866666666667,4
"655",2010-01-28,6,899.8,4
"656",2010-01-28,7,3083.2,4
"657",2010-01-28,8,1981.7,4
"658",2010-01-28,9,1453.13333333333,4
"659",2010-01-28,10,1439.26666666667,4
"660",2010-01-28,11,1442.16666666667,4
"661",2010-01-28,12,983.9,4
"662",2010-01-28,13,327.533333333333,4
"663",2010-01-28,14,352.933333333333,4
"664",2010-01-28,15,437.2,4
"665",2010-01-28,16,702.166666666667,4
"666",2010-01-28,17,1188.26666666667,4
"667",2010-01-28,18,2072.5,4
"668",2010-01-28,19,2354.96666666667,4
"669",2010-01-28,20,3058.13333333333,4
"670",2010-01-28,21,3033.7,4
"671",2010-01-28,22,2534.9,4
"672",2010-01-28,23,2378.86666666667,4
"673",2010-01-29,0,1470.33333333333,5
"674",2010-01-29,1,1375.63333333333,5
"675",2010-01-29,2,1429.56666666667,5
"676",2010-01-29,3,378.866666666667,5
"677",2010-01-29,4,378.433333333333,5
"678",2010-01-29,5,386,5
"679",2010-01-29,6,1270.5,5
"680",2010-01-29,7,3298.76666666667,5
